Id	EssaySet	Score1	Score2	EssayText
9720	4	1	1	the term invas mean the reptil ar be brought into place thei aren t origin from . for exampl no on know how the snake went nativ . . . thi show that the articl is sai those python don t realli have natur predat and ar just come nativ invad these area and it isn t good becaus thei can eat anyth so thei can surviv .
9721	4	0	0	the signific of the word invas in thi articl is to show the reader that it s sort riski but worth purchas certain reptil . in the articl thei sai how invas is like pass judgement . the us of thi word is to explain that there ar plenti of pro and con .
9722	4	2	2	an invas speci is a speci not want to be in a certain area and it therefor ha now predat thrive and popul rapidli and eat all of the other speci in that area . an exampl would be the python in the everglad .
9723	4	1	1	in thi articl the word invas describ someth like an anim that doesn t belong . it invad the nativ wild life .
9724	4	1	1	the signific of the word invas to the rest of the articl is that it repres reptil . macinn state that invas is pass judgement and introduc is a better word . the articl give evid of how reptil ar becom more popular and ar easi to take care of . thei aren t as invas as thei seem
9725	4	1	1	the word invas in thi articl mean non nativ creatur . these creatur ar rise in number . thi larg speci of anim is new to us and is becom more popular in and around our environ .
9726	4	1	1	in thi articl the word invas refer to a speci that migrat to anoth area to live other reptil in thi articl ar open to as invas becaus although thei origin from place like fiji onc madagascar thei ar now found in place like the florida kei due to their invas characterist .
9727	4	1	0	the signific of the word invas to the rest of the articl is becaus thei ar talk about how the python is spread too quickli or how the panda and koala ar eat up too mani resourc .
9728	4	1	1	the word invas in the articl mean an invas speci . on of the main point in thi articl wa that python that were let loos could take over an environ and kill off a nativ speci make the python an invas speci .
9729	4	2	2	the word invas is a signific part of the articl becaus that is what the author ach both want to enabl to the sender . he want to show how these creatur ar liter invad with the help of human a differ ecosystem . in the articl it sai that these speci uncheck by natur predat ar major threat to biodivers .
9730	4	1	1	invas describ the reptil make their wai to america through store and other mean . biologist sai that invas speci uncheck by natur predat ar major threat to biodivers . thi mean on speci can destroi an ecosystem .
9733	4	0	1	the word invas ha a great signific to the articl . especi becaus that s what thei consid the speci to be . although not all agre that that what thei should be call in the articl it sai even the term invas speci is unfair he said . thei re introduc i think that invas is pass judgement .
9735	4	2	1	the word is import becaus it basic mean the python ar let go the arent natur to the evior and thei come in and kill all other anim and spread without and predat the python we make other anim extens .
9736	4	1	1	the signific of the word invas is basic harm . the author label python as invad where he talk about how mani invas speci undergo lag befor prolifer achenbach in addit macinn think invas is not a fair term to us becaus he feel like we ar to quick to label them as harm when it would be a great thing .
9737	4	1	1	the word invas is in the tittl of the articl and is mention throughout the stori . some peopl ar afraid that danger anim ar spread all around the world and thei re pass a lot of danger . there ar also the invas speci uncheck by natur predat land s ar major threat to biodivers . danger is fear to be take over and invad a perfect environ .
9738	4	0	0	the word invas is signific to the articl becaus it mean that someon s pet can be a threat to someon els becaus the pet mai be to danger to have as a pet .
9739	4	2	2	the word invas is us to describ the reptil mani time throughout the articl . invas refer to the wai the reptil ar show up all over breed rapidli and consum mani of an area s nativ anim . the snake and lizard ar thought to be abl to complet take over the ecosystem in some area so peopl feel as though their area ar be invad by the creatur scientist sai thei re major threat to biodivers .
9740	4	0	0	the word invas mean to move or get out the wai of someth invas is like monster .
9741	4	2	1	macinn feel that the term invas speci is unfair . he feel these anim ar introduc . thi term is veri import to thi articl becaus it talk about the introduct of new anim in the us and their abil to thrive in the new environ . these invas speci ar controversi becaus thei could threat biodivers majorli .
